book_id,title,author_name,image_url,best_desc,genre,tone,description
184419,The Man Who Was Thursday: A Nightmare,G.K. Chesterton,https://images.gr-assets.com/books/1403181403m/184419.jpg,"g.k. chesterton's 1908 masterpiece, the man who was thursday, is a metaphysical thriller, and a detective story filled with poetry and politics. gabriel syme is a poet and a police detective. lucian gregory is a poet and a bomb-throwing anarchist. syme infiltrates a secret meeting of anarchists and becomes 'thursday', one of the seven members of the central anarchist council. he soon learns, however, that he is not the only one in disguise, and the nightmare begins...",Fiction,dark,"G.K. Chesterton's 1908 masterpiece, The Man Who Was Thursday, is a metaphysical thriller, and a detective story filled with poetry and politics. Gabriel Syme is a poet and a police detective. Lucian Gregory is a poet and a bomb-throwing anarchist. Syme infiltrates a secret meeting of anarchists and becomes 'Thursday', one of the seven members of the Central Anarchist Council. He soon learns, however, that he is not the only one in disguise, and the nightmare begins..."
184850,"Virgin River (Virgin River, #1)",Robyn Carr,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"""wanted: midwife/nurse practitioner in virgin river, population six hundred. make a difference against the backdrop of towering california redwoods and crystal-clear rivers. rent-free cabin included."" when the recently widowed melinda monroe sees this ad she quickly decides that the remote mountain town of virgin river might be the perfect place to escape her heartache, and to reenergize the nursing career she loves. but her high hopes are dashed within an hour of arriving: the cabin is a dump, the roads are treacherous and the local doctor wants nothing to do with her. realizing she's made a huge mistake, mel decides to leave town the following morning. but a tiny baby, abandoned on a front porch, changes her plans...and a former marine cements them into place. melinda monroe may have come to virgin river looking for escape, but instead she finds her home.",Fiction,uplifting,"""Wanted: Midwife/nurse practitioner in Virgin River, population six hundred. Make a difference against the backdrop of towering California redwoods and crystal-clear rivers. Rent-free cabin included."" When the recently widowed Melinda Monroe sees this ad she quickly decides that the remote mountain town of Virgin River might be the perfect place to escape her heartache, and to reenergize the nursing career she loves. But her high hopes are dashed within an hour of arriving: the cabin is a dump, the roads are treacherous and the local doctor wants nothing to do with her. Realizing she's made a huge mistake, Mel decides to leave town the following morning.
But a tiny baby, abandoned on a front porch, changes her plans...and a former marine cements them into place.
Melinda Monroe may have come to Virgin River looking for escape, but instead she finds her home."
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,https://images.gr-assets.com/books/1472068073m/186074.jpg,"told in kvothe's own voice, this is the tale of the magically gifted young man who grows to be the most notorious wizard his world has ever seen. the intimate narrative of his childhood in a troupe of traveling players, his years spent as a near-feral orphan in a crime-ridden city, his daringly brazen yet successful bid to enter a legendary school of magic, and his life as a fugitive after the murder of a king form a gripping coming-of-age story unrivaled in recent literature. a high-action story written with a poet's hand, the name of the windis a masterpiece that will transport readers into the body and mind of a wizard.",Fiction,mixed,"Told in Kvothe's own voice, this is the tale of the magically gifted young man who grows to be the most notorious wizard his world has ever seen.
The intimate narrative of his childhood in a troupe of traveling players, his years spent as a near-feral orphan in a crime-ridden city, his daringly brazen yet successful bid to enter a legendary school of magic, and his life as a fugitive after the murder of a king form a gripping coming-of-age story unrivaled in recent literature.
A high-action story written with a poet's hand, The Name of the Windis a masterpiece that will transport readers into the body and mind of a wizard."
186103,"Peeps (Peeps, #1)",Scott Westerfeld,https://images.gr-assets.com/books/1443904244m/186103.jpg,"last year as college freshman, narrator cal was infected by exotic goth morgan with a parasite that caused following girlfriends to become vampire-like ghouls he calls parasite-positives ""peeps"". a carrier without symptoms, he hunts his progeny for the centuries old bureaucratic night watch. but victims are showing more sanity, pretty human lacey is pushing his buttons, and her apartment building basement houses fierce hordes of ravening rats, red-eyed cats, and monstrous worms that threaten all. morgan has the secret to a centuries-old conspiracy and upcoming battle to save the human race.",Fiction,mixed,"Last year as college freshman, narrator Cal was infected by exotic goth Morgan with a parasite that caused following girlfriends to become vampire-like ghouls he calls parasite-positives ""Peeps"". A carrier without symptoms, he hunts his progeny for the centuries old bureaucratic Night Watch. But victims are showing more sanity, pretty human Lacey is pushing his buttons, and her apartment building basement houses fierce hordes of ravening rats, red-eyed cats, and monstrous worms that threaten all. Morgan has the secret to a centuries-old conspiracy and upcoming battle to save the human race."
187020,Empire Falls,Richard Russo,https://images.gr-assets.com/books/1403184884m/187020.jpg,"richard russo--from his first novel, mohawk, to his most recent, straight man--has demonstrated a peerless affinity for the human tragicomedy, and with this stunning new novel he extends even further his claims on the small-town, blue-collar heart of the country. dexter county, maine, and specifically the town of empire falls, has seen better days, and for decades, in fact, only a succession from bad to worse. one by one, its logging and textile enterprises have gone belly-up, and the once vast holdings of the whiting clan (presided over by the last scion's widow) now mostly amount to decrepit real estate. the working classes, meanwhile, continue to eke out whatever meager promise isn't already boarded up. miles roby gazes over this ruined kingdom from the empire grill, an opportunity of his youth that has become the albatross of his daily and future life. called back from college and set to work by family obligations--his mother ailing, his father a loose cannon--miles never left home again. even so, his own obligations are manifold: a pending divorce; a troubled younger brother; and, not least, a peculiar partnership in the failing grill with none other than mrs. whiting. all of these, though, are offset by his daughter, tick, whom he guides gently and proudly through the tribulations of adolescence. a decent man encircled by history and dreams, by echoing churches and abandoned mills, by the comforts and feuds provided by lifelong friends and neighbors, miles is also a patient, knowing guide to the rich, hardscrabble nature of empire falls: fathers and sons and daughters, living and dead, rich and poor alike. shot through with the mysteries of generations and the shattering visitations of the nation at large, it is a social novel of panoramic ambition, yet at the same time achingly personal. in the end, empire falls reveals our worst and best instincts, both our most appalling nightmares and our simplest hopes, with all the vision, grace and humanity of truly epic storytelling.",Fiction,dark,"Richard Russo--from his first novel, Mohawk, to his most recent, Straight Man--has demonstrated a peerless affinity for the human tragicomedy, and with this stunning new novel he extends even further his claims on the small-town, blue-collar heart of the country.
Dexter County, Maine, and specifically the town of Empire Falls, has seen better days, and for decades, in fact, only a succession from bad to worse. One by one, its logging and textile enterprises have gone belly-up, and the once vast holdings of the Whiting clan (presided over by the last scion's widow) now mostly amount to decrepit real estate. The working classes, meanwhile, continue to eke out whatever meager promise isn't already boarded up.
Miles Roby gazes over this ruined kingdom from the Empire Grill, an opportunity of his youth that has become the albatross of his daily and future life. Called back from college and set to work by family obligations--his mother ailing, his father a loose cannon--Miles never left home again. Even so, his own obligations are manifold: a pending divorce; a troubled younger brother; and, not least, a peculiar partnership in the failing grill with none other than Mrs. Whiting. All of these, though, are offset by his daughter, Tick, whom he guides gently and proudly through the tribulations of adolescence.
A decent man encircled by history and dreams, by echoing churches and abandoned mills, by the comforts and feuds provided by lifelong friends and neighbors, Miles is also a patient, knowing guide to the rich, hardscrabble nature of Empire Falls: fathers and sons and daughters, living and dead, rich and poor alike. Shot through with the mysteries of generations and the shattering visitations of the nation at large, it is a social novel of panoramic ambition, yet at the same time achingly personal. In the end, Empire Falls reveals our worst and best instincts, both our most appalling nightmares and our simplest hopes, with all the vision, grace and humanity of truly epic storytelling."
187812,Avalon High,Meg Cabot,https://images.gr-assets.com/books/1172542154m/187812.jpg,"to newcomer ellie, avalon high seems like a typical american high school, complete with jocks, nerds, cheerleaders, and even the obligatory senior class president, quarterback, and all-around good guy. but it doesn't take ellie long to suspect that something weird is going on beneath the glossy surface of this tranquil hall of learning. as she pieces together the meaning of this unfolding drama, she begins to recognize some haunting arthurian echoes, causing her to worry that she has become just a pawn in mythic history. a powerful novel by the author of the princess diaries.",Fiction,uplifting,"To newcomer Ellie, Avalon High seems like a typical American high school, complete with jocks, nerds, cheerleaders, and even the obligatory senior class president, quarterback, and all-around good guy. But it doesn't take Ellie long to suspect that something weird is going on beneath the glossy surface of this tranquil hall of learning. As she pieces together the meaning of this unfolding drama, she begins to recognize some haunting Arthurian echoes, causing her to worry that she has become just a pawn in mythic history. A powerful novel by the author of The Princess Diaries."
188230,Crocodile on the Sandbank (Amelia Peabody #1),Elizabeth Peters,https://images.gr-assets.com/books/1306096774m/188230.jpg,"set in 1884, this is the first installment in what has become a beloved bestselling series. at thirty-two, strong-willed amelia peabody, a self-proclaimed spinster, decides to use her ample inheritance to indulge her passion, egyptology. on her way to egypt, amelia encounters a young woman named evelyn barton-forbes. the two become fast friends and travel on together, encountering mysteries, missing mummies, and radcliffe emerson, a dashing and opinionated archaeologist who doesn't need a woman's help -- or so he thinks.",Fiction,uplifting,"Set in 1884, this is the first installment in what has become a beloved bestselling series. At thirty-two, strong-willed Amelia Peabody, a self-proclaimed spinster, decides to use her ample inheritance to indulge her passion, Egyptology. On her way to Egypt, Amelia encounters a young woman named Evelyn Barton-Forbes. The two become fast friends and travel on together, encountering mysteries, missing mummies, and Radcliffe Emerson, a dashing and opinionated archaeologist who doesn't need a woman's help -- or so he thinks."
188260,"The Curse of the Pharaohs (Amelia Peabody, #2)",Elizabeth Peters,https://images.gr-assets.com/books/1306096925m/188260.jpg,"victorian amelia peabody continues to journal her egypt adventures, toddler ramses left in england. husband radcliffe emerson's old friend lady baskerville fears a curse killed her husband sir henry, and soon engages the attentions of american cyrus. the will funds continued excavation. but a lady dressed in white floats, flutters, spreads fear, and more death.",Fiction,uplifting,"Victorian Amelia Peabody continues to journal her Egypt adventures, toddler Ramses left in England. Husband Radcliffe Emerson's old friend Lady Baskerville fears a curse killed her husband Sir Henry, and soon engages the attentions of American Cyrus. The will funds continued excavation. But a lady dressed in white floats, flutters, spreads fear, and more death."
191548,Behind Closed Doors (McClouds & Friends #1),Shannon McKenna,https://images.gr-assets.com/books/1328675738m/191548.jpg,"every move you make . . . surveillance expert seth mackey knows everything about the women that his millionaire boss toys with-and tosses aside. raine cameron is something different. night after night, seth watches her on a dozen different video screens. her vulnerable beauty haunts him and her fresh innocence stirs a white-hot passion that he can barely control. raine is pure temptation, but seth has something more important to take care of first. he's convinced that his boss, victor lazar, is responsible for his half-brother's murder. he cannot put his secret investigation at risk, but he can't stop wanting her-craving her-and soon he knows he can't let victor have her. for raine may be victor's next victim... every breath you take . . . raine knows she's being watched-but no one can see the secrets in her heart. she has reasons of her own to seek revenge on victor lazar, and she will, despite her fear-and the distracting presence of seth mackey. though raine has little experience with men, seth's fiercely masculine good looks and animal sensuality stir her most erotic fantasies when she's alone . . . and lead her to a bold plan. offering her body to him, surrendering totally to his ruthless desire might well push her beyond all emotional limits-and beyond fear itself.",Fiction,uplifting,"EVERY MOVE YOU MAKE . . .
Surveillance expert Seth Mackey knows everything about the women that his millionaire boss toys with-and tosses aside. Raine Cameron is something different. Night after night, Seth watches her on a dozen different video screens. Her vulnerable beauty haunts him and her fresh innocence stirs a white-hot passion that he can barely control. Raine is pure temptation, but Seth has something more important to take care of first. He's convinced that his boss, Victor Lazar, is responsible for his half-brother's murder. He cannot put his secret investigation at risk, but he can't stop wanting her-craving her-and soon he knows he can't let Victor have her. For Raine may be Victor's next victim...
EVERY BREATH YOU TAKE . . .
Raine knows she's being watched-but no one can see the secrets in her heart. She has reasons of her own to seek revenge on Victor Lazar, and she will, despite her fear-and the distracting presence of Seth Mackey. Though Raine has little experience with men, Seth's fiercely masculine good looks and animal sensuality stir her most erotic fantasies when she's alone . . . and lead her to a bold plan. Offering her body to him, surrendering totally to his ruthless desire might well push her beyond all emotional limits-and beyond fear itself."
195381,The Perilous Gard,Elizabeth Marie Pope,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"in 1558, while exiled by queen mary tudor to a remote castle known as perilous gard, young kate sutton becomes involved in a series of mysterious events that lead her to an underground world peopled by fairy folk--whose customs are even older than the druids' and include human sacrifice.",Fiction,uplifting,"In 1558, while exiled by Queen Mary Tudor to a remote castle known as Perilous Gard, young Kate Sutton becomes involved in a series of mysterious events that lead her to an underground world peopled by Fairy Folk--whose customs are even older than the Druids' and include human sacrifice."
195806,Fray,Joss Whedon,https://images.gr-assets.com/books/1403202567m/195806.jpg,"hundreds of years in the future, manhattan has become a deadly slum, run by mutant crime-lords and disinterested cops. stuck in the middle is a young girl who thought she had no future, but learns she has a great destiny. in a world so poisoned that it doesn't notice the monsters on its streets, how can a street kid like fray unite a fallen city against a demonic plot to consume mankind? joss whedon, the celebrated creator of buffy the vampire slayer, brings his vision to the future in this unique tale. as inventive in the comics medium as in that of television of film, whedon spins a complex tale of a skilled thief coming of age without the help of friends or family, guided only by a demonic watcher.",Fiction,uplifting,"Hundreds of years in the future, Manhattan has become a deadly slum, run by mutant crime-lords and disinterested cops. Stuck in the middle is a young girl who thought she had no future, but learns she has a great destiny. In a world so poisoned that it doesn't notice the monsters on its streets, how can a street kid like Fray unite a fallen city against a demonic plot to consume mankind? Joss Whedon, the celebrated creator of Buffy the Vampire Slayer, brings his vision to the future in this unique tale. As inventive in the comics medium as in that of television of film, Whedon spins a complex tale of a skilled thief coming of age without the help of friends or family, guided only by a demonic Watcher."
199741,A Drowned Maiden's Hair,Laura Amy Schlitz,https://images.gr-assets.com/books/1388342186m/199741.jpg,"maud flynn is known at the orphanage for her impertinence, so when the charming miss hyacinth and her sister choose maud to take home with them, the girl is as baffled as anyone.",Fiction,uplifting,"Maud Flynn is known at the orphanage for her impertinence, so when the charming Miss Hyacinth and her sister choose Maud to take home with them, the girl is as baffled as anyone."
199786,"Ninth Key (The Mediator, #2)",Meg Cabot,https://images.gr-assets.com/books/1327954597m/199786.jpg,"ghosts ruin everything. especially your love life. everything is going great for suze. her new life in california is a whirlwind of parties and excellent hair days. tad beaumont, the hottest boy in town, has even asked suze out on her very first date. suze is so excited that she's willing to ignore her misgivings about tad... particularly the fact that he's not jesse, whose ghostly status - not to mention apparent disinterest in her - make him unattainable. what suze can't ignore, however, is the ghost of a murdered woman whose death seems directly connected to dark secrets hidden in none other than tad beaumont's past.",Fiction,dark,"Ghosts ruin everything. Especially your love life.
Everything is going great for Suze. Her new life in California is a whirlwind of parties and excellent hair days. Tad Beaumont, the hottest boy in town, has even asked Suze out on her very first date. Suze is so excited that she's willing to ignore her misgivings about Tad... particularly the fact that he's not Jesse, whose ghostly status - not to mention apparent disinterest in her - make him unattainable.
What Suze can't ignore, however, is the ghost of a murdered woman whose death seems directly connected to dark secrets hidden in none other than Tad Beaumont's past."
201175,"Rapture in Death (In Death, #4)",J.D. Robb,https://images.gr-assets.com/books/1347628556m/201175.jpg,"when the autopsies of three suspicious suicides reveal small burns on the brains of the victims, eve's investigation turns to the provocative world of virtual reality games--where the same techniques used to create joy and desire could also prompt the mind to become the weapon of its own destruction. j.d. robb is the pseudonym of author nora roberts.",Fiction,dark,"When the autopsies of three suspicious suicides reveal small burns on the brains of the victims, Eve's investigation turns to the provocative world of virtual reality games--where the same techniques used to create joy and desire could also prompt the mind to become the weapon of its own destruction. J.D. Robb is the pseudonym of author Nora Roberts."
204276,"Split Second (Sean King & Michelle Maxwell, #1)",David Baldacci,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"michelle maxwell has just wrecked her promising career at the secret service. against her instincts, she let a presidential candidate out of her sight for the briefest moment and the man whose safety was her responsibility vanished into thin air. sean king knows how the younger agent feels. eight years earlier, the hard-charging secret service agent allowed his attention to be diverted for a split second. and the candidate he was protecting was gunned down before his eyes. now michelle and sean are about to see their destinies converge. drawn into a maze of lies, secrets, and deadly coincidences, the two discredited agents uncover a shocking truth: that the separate acts of violence that shattered their lives were really a long time in the making - and are a long way from over....",Fiction,uplifting,"Michelle Maxwell has just wrecked her promising career at the Secret Service. Against her instincts, she let a presidential candidate out of her sight for the briefest moment and the man whose safety was her responsibility vanished into thin air. Sean King knows how the younger agent feels. Eight years earlier, the hard-charging Secret Service agent allowed his attention to be diverted for a split second. And the candidate he was protecting was gunned down before his eyes. Now Michelle and Sean are about to see their destinies converge.
Drawn into a maze of lies, secrets, and deadly coincidences, the two discredited agents uncover a shocking truth: that the separate acts of violence that shattered their lives were really a long time in the making - and are a long way from over...."
206682,"Dexter in the Dark (Dexter, #3)",Jeff Lindsay,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"in his work as a miami crime scene investigator, dexter morgan is accustomed to seeing evil deeds...particulary because, on occasion, he rather enjoys committing them himself. guided by his dark passenger - the voice inside him that helps stalk his prey - he lives his outwardly normal life adhering to one simple rule: he only kills very bad people. dexter slides through life undetected, working as a blood splatter analyst for the miami police department, helping his fiancee raise her two adorable (if somewhat...unique) children, and always planning his next jaunt as dexter the dark avenger under the light of the full moon. but everthing changes when dexter is called to a gruesome double homicide. dex realizes he's dealing with someone a whole lot more sinister than he is and it sends the dark passenger into hiding. and when something scares your friendly neighborhood serial killer, you know it's serious... more used to inspiring fear then experiencing it, dex must investigate, while simultaneously coping with his demanding family. if he's to save himself, and those around him, dexter must pose questions he's never dared ask - where does evil come from, and does it hide inside everyone...?",Fiction,mixed,"In his work as a Miami crime scene investigator, Dexter Morgan is accustomed to seeing evil deeds...particulary because, on occasion, he rather enjoys committing them himself. Guided by his dark Passenger - the voice inside him that helps stalk his prey - he lives his outwardly normal life adhering to one simple rule: he only kills very bad people.
Dexter slides through life undetected, working as a blood splatter analyst for the Miami Police Department, helping his fiancee raise her two adorable (if somewhat...unique) children, and always planning his next jaunt as Dexter the Dark Avenger under the light of the full moon.
But everthing changes when Dexter is called to a gruesome double homicide. Dex realizes he's dealing with someone a whole lot more sinister than he is and it sends the Dark Passenger into hiding. And when something scares your friendly neighborhood serial killer, you know it's serious...
More used to inspiring fear then experiencing it, Dex must investigate, while simultaneously coping with his demanding family. If he's to save himself, and those around him, Dexter must pose questions he's never dared ask - where does evil come from, and does it hide inside everyone...?"
207684,Jinx,Meg Cabot,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"it's not easy being jinx. jean honeychurch hates her boring name (not jean marie, or jeanette, just . . . jean). what's worse? her all-too-appropriate nickname, jinx. misfortune seems to follow her everywhere she goes--even to new york city, where jinx has moved to get away from the huge mess she caused in her small hometown. her aunt and uncle welcome her to their manhattan town house, but her beautiful cousin tory isn't so thrilled. . . . in fact, tory is hiding a dangerous secret--one that could put them all in danger. soon jinx realizes it isn't just bad luck she's been running from . . . and that the curse she has lived under since the day she was born may be the only thing that can save her life.",Fiction,dark,"It's not easy being Jinx.
Jean Honeychurch hates her boring name (not Jean Marie, or Jeanette, just . . . Jean). What's worse? Her all-too-appropriate nickname, Jinx. Misfortune seems to follow her everywhere she goes--even to New York City, where Jinx has moved to get away from the huge mess she caused in her small hometown. Her aunt and uncle welcome her to their Manhattan town house, but her beautiful cousin Tory isn't so thrilled. . . .
In fact, Tory is hiding a dangerous secret--one that could put them all in danger. Soon Jinx realizes it isn't just bad luck she's been running from . . . and that the curse she has lived under since the day she was born may be the only thing that can save her life."
207798,"Hattie Big Sky (Hattie, #1)",Kirby Larson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"alone in the world, teen-aged hattie is driven to prove up on her uncle's homesteading claim. for years, sixteen-year-old hattie's been shuttled between relatives. tired of being hattie here-and-there, she courageously leaves iowa to prove up on her late uncle's homestead claim near vida, montana. with a stubborn stick-to-itiveness, hattie faces frost, drought and blizzards. despite many hardships, hattie forges ahead, sharing her adventures with her friends--especially charlie, fighting in france--through letters and articles for her hometown paper. her backbreaking quest for a home is lightened by her neighbors, the muellers. but she feels threatened by pressure to be a ""loyal"" american, forbidding friendships with folks of german descent. despite everything, hattie's determined to stay until a tragedy causes her to discover the true meaning of home. from the hardcover edition.",Fiction,uplifting,"Alone in the world, teen-aged Hattie is driven to prove up on her uncle's homesteading claim.
For years, sixteen-year-old Hattie's been shuttled between relatives. Tired of being Hattie Here-and-There, she courageously leaves Iowa to prove up on her late uncle's homestead claim near Vida, Montana. With a stubborn stick-to-itiveness, Hattie faces frost, drought and blizzards. Despite many hardships, Hattie forges ahead, sharing her adventures with her friends--especially Charlie, fighting in France--through letters and articles for her hometown paper.
Her backbreaking quest for a home is lightened by her neighbors, the Muellers. But she feels threatened by pressure to be a ""Loyal"" American, forbidding friendships with folks of German descent. Despite everything, Hattie's determined to stay until a tragedy causes her to discover the true meaning of home.
From the Hardcover edition."
207889,Rats Saw God,Rob Thomas,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"for steve york, life was good. he had a 4.0 gpa, friends he could trust, and a girl he loved. now he spends his days smoked out, not so much living as simply existing. but his herbal endeavors -- and personal demons -- have lead to a severe lack of motivation. steve's flunking out, but if he writes a one-hundred-page paper, he can graduate. steve realizes he must write what he knows. and through telling the story of how he got to where he is, he discovers exactly where he wants to be....",Fiction,dark,"For Steve York, life was good. He had a 4.0 GPA, friends he could trust, and a girl he loved. Now he spends his days smoked out, not so much living as simply existing.
But his herbal endeavors -- and personal demons -- have lead to a severe lack of motivation. Steve's flunking out, but if he writes a one-hundred-page paper, he can graduate.
Steve realizes he must write what he knows. And through telling the story of how he got to where he is, he discovers exactly where he wants to be...."
213647,"The Warrior Heir (The Heir Chronicles, #1)",Cinda Williams Chima,https://images.gr-assets.com/books/1360575642m/213647.jpg,"an epic battle between good and evil... before he knew about the roses, 16-year-old jack lived an unremarkable life in the small ohio town of trinity. only the medicine he has to take daily and the thick scar above his heart set him apart from the other high schoolers. then one day jack skips his medicine. suddenly, he is stronger, fiercer, and more confident than ever before. and it feels great - until he loses control of his own strength and nearly kills another player during soccer team tryouts. soon, jack learns the startling truth about himself: he is weirlind, part of an underground society of magical people who live among us. at their helm sits the feuding houses of the red rose and the white rose, whose power is determined by playing the game - a magical tournament in which each house sponsors a warrior to fight to the death. the winning house rules the weir. as if his bizarre heritage isn't enough, jack finds out that he's not just another member of weirlind - he's one of the last of the warriors - at a time when both houses are scouting for a player.",Fiction,uplifting,"An epic battle between good and evil...
Before he knew about the Roses, 16-year-old Jack lived an unremarkable life in the small Ohio town of Trinity. Only the medicine he has to take daily and the thick scar above his heart set him apart from the other high schoolers. Then one day Jack skips his medicine. Suddenly, he is stronger, fiercer, and more confident than ever before. And it feels great - until he loses control of his own strength and nearly kills another player during soccer team tryouts.
Soon, Jack learns the startling truth about himself: he is Weirlind, part of an underground society of magical people who live among us. At their helm sits the feuding houses of the Red Rose and the White Rose, whose power is determined by playing The Game - a magical tournament in which each house sponsors a warrior to fight to the death. The winning house rules the Weir.
As if his bizarre heritage isn't enough, Jack finds out that he's not just another member of Weirlind - he's one of the last of the warriors - at a time when both houses are scouting for a player."
213652,"Heir Apparent (Rasmussem Corporation, #2)",Vivian Vande Velde,https://images.gr-assets.com/books/1378760495m/213652.jpg,"in the virtual reality game heir apparent, there are way too many ways to get killed--and giannine seems to be finding them all. which is a darn shame, because unless she can get the magic ring, locate the stolen treasure, answer the dwarf's dumb riddles, impress the head-chopping statue, charm the army of ghosts, fend off the barbarians, and defeat the man-eating dragon, she'll never win. and she has to, because losing means she'll die--for real this time.",Fiction,dark,"In the virtual reality game Heir Apparent, there are way too many ways to get killed--and Giannine seems to be finding them all. Which is a darn shame, because unless she can get the magic ring, locate the stolen treasure, answer the dwarf's dumb riddles, impress the head-chopping statue, charm the army of ghosts, fend off the barbarians, and defeat the man-eating dragon, she'll never win.
And she has to, because losing means she'll die--for real this time."
213753,"Life As We Knew It (Last Survivors, #1)",Susan Beth Pfeffer,https://images.gr-assets.com/books/1328012816m/213753.jpg,"miranda's disbelief turns to fear in a split second when a meteor knocks the moon closer to the earth. how should her family prepare for the future when worldwide tsunamis wipe out the coasts, earthquakes rock the continents, and volcanic ash blocks out the sun? as summer turns to arctic winter, miranda, her two brothers, and their mother retreat to the unexpected safe haven of their sunroom, where they subsist on stockpiled food and limited water in the warmth of a wood-burning stove. told in journal entries, this is the heart-pounding story of miranda's struggle to hold on to the most important resource of all--hope--in an increasingly desperate and unfamiliar world.",Fiction,uplifting,"Miranda's disbelief turns to fear in a split second when a meteor knocks the moon closer to the earth. How should her family prepare for the future when worldwide tsunamis wipe out the coasts, earthquakes rock the continents, and volcanic ash blocks out the sun? As summer turns to Arctic winter, Miranda, her two brothers, and their mother retreat to the unexpected safe haven of their sunroom, where they subsist on stockpiled food and limited water in the warmth of a wood-burning stove.
Told in journal entries, this is the heart-pounding story of Miranda's struggle to hold on to the most important resource of all--hope--in an increasingly desperate and unfamiliar world."
213975,"Witness in Death (In Death, #10)",J.D. Robb,https://images.gr-assets.com/books/1368396677m/213975.jpg,"writing as j.d. robb, nora roberts presents the tenth book in the new york timesbestselling series. when a celebrity is killed right before her eyes, new york detective eve dallas takes a new place in crime--as both officer and witness to murder....",Fiction,uplifting,"Writing as J.D. Robb, Nora Roberts presents the tenth book in the New York Timesbestselling series. When a celebrity is killed right before her eyes, New York detective Eve Dallas takes a new place in crime--as both officer and witness to murder...."
214856,"Leven Thumps and the Gateway to Foo (Leven Thumps, #1)",Obert Skye,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"welcome to foo. fourteen-year-old leven thumps (a.k.a. ""lev"") lives a wretched life in burnt culvert, oklahoma. but his life is about to change and his destiny be fulfilled as he learns about a secret gateway that bridges two worlds -- the real world and foo, a place created at the beginning of time in the folds of the mind that makes it possible for mankind to dream and hope, aspire and imagine. but foo is in chaos, and three transplants from that dreamworld have been sent to retrieve lev, who alone has the power to save foo.enter clover, a wisecracking, foot-high sidekick; winter, a girl with a special power of her own; and geth, the rightful heir to foo. their mission: to convince lev that he has the power to save foo. can this unique band of travelers help lev overcome his doubt? will lev find the gateway in time? or will sabine and his dark shadows find the gateway first and destroy mankind?",Fiction,dark,"WELCOME TO FOO.
Fourteen-year-old Leven Thumps (a.k.a. ""Lev"") lives a wretched life in Burnt Culvert, Oklahoma. But his life is about to change and his destiny be fulfilled as he learns about a secret gateway that bridges two worlds -- the real world and Foo, a place created at the beginning of time in the folds of the mind that makes it possible for mankind to dream and hope, aspire and imagine. But Foo is in chaos, and three transplants from that dreamworld have been sent to retrieve Lev, who alone has the power to save Foo.Enter Clover, a wisecracking, foot-high sidekick; Winter, a girl with a special power of her own; and Geth, the rightful heir to Foo. Their mission: to convince Lev that he has the power to save Foo. Can this unique band of travelers help Lev overcome his doubt? Will Lev find the gateway in time? Or will Sabine and his dark shadows find the gateway first and destroy mankind?"
